Marca,Modelo,Estado,Tienda,Año,Precio,Almacenamiento (GB)
Lenovo,Desktop,Usado,TechStore,2016,3600,256
Samsung,Gaming,Nuevo,GadgetPlus,2015,4950,256
Lenovo,All-in-One,Certificado,ComputoMx,2002,2250,1280
Asus,Desktop,Certificado,PCWorld,2018,1650,1792
HP,Gaming,Nuevo,ElectroShop,2019,2900,1920
Asus,All-in-One,Certificado,ComputoMx,2016,3000,1920
Sony,Desktop,Nuevo,TechStore,2021,4700,1408
Toshiba,Convertible,Usado,PCWorld,2009,650,384
Toshiba,Laptop,Nuevo,ElectroShop,2016,1950,1152
Samsung,Workstation,Usado,PCWorld,2018,2300,1536
MSI,Gaming,Usado,ElectroShop,2001,3900,128
MSI,Gaming,Usado,GadgetPlus,2018,4700,896
Samsung,Desktop,Certificado,GadgetPlus,2022,2700,256
Acer,Convertible,Nuevo,GadgetPlus,2002,2350,384
Lenovo,Desktop,Usado,ElectroShop,2010,650,1280
Asus,Gaming,Usado,TechStore,2015,4900,128
HP,Laptop,Nuevo,GadgetPlus,2008,2650,896
Asus,Workstation,Certificado,ComputoMx,2016,2500,1408
Acer,Convertible,Usado,ElectroShop,2005,600,1536
Sony,Workstation,Nuevo,TechStore,2023,950,896
Samsung,Convertible,Certificado,TechStore,2008,2100,640
Dell,Gaming,Usado,TechStore,2015,900,384
MSI,Convertible,Nuevo,GadgetPlus,2000,2750,1792
Samsung,Convertible,Nuevo,ComputoMx,2019,550,384
Sony,Convertible,Usado,ElectroShop,2014,3350,1024
Toshiba,Desktop,Usado,TechStore,2023,4950,1920
Apple,Desktop,Certificado,PCWorld,2022,1250,896
Samsung,Gaming,Usado,PCWorld,2013,1200,896
Asus,Laptop,Nuevo,ComputoMx,2018,550,640
Asus,Convertible,Nuevo,ComputoMx,2009,4050,128
Sony,Gaming,Certificado,ComputoMx,2020,4300,640
Dell,Gaming,Usado,TechStore,2014,3100,768
Apple,Gaming,Usado,GadgetPlus,2006,1900,1024
Asus,Desktop,Usado,ComputoMx,2008,3100,1536
Asus,Gaming,Certificado,GadgetPlus,2023,3250,512
Acer,All-in-One,Usado,ComputoMx,2010,750,640
MSI,Workstation,Usado,ComputoMx,2003,2850,896
Samsung,Desktop,Usado,ElectroShop,2023,4000,640
HP,Workstation,Certificado,ElectroShop,2006,1350,768
Samsung,Workstation,Certificado,GadgetPlus,2008,2300,1920
MSI,All-in-One,Usado,ElectroShop,2019,2000,1792
Toshiba,Laptop,Nuevo,ComputoMx,2024,250,1024
Samsung,Workstation,Nuevo,GadgetPlus,2022,650,256
HP,Gaming,Certificado,ComputoMx,2005,4800,1664
Dell,All-in-One,Nuevo,GadgetPlus,2006,250,1024
Dell,Convertible,Usado,GadgetPlus,2002,1100,1920
Sony,Convertible,Certificado,PCWorld,2015,700,1792
Lenovo,Desktop,Certificado,GadgetPlus,2014,4400,1664
Samsung,Workstation,Certificado,TechStore,2023,3450,768
Samsung,Desktop,Nuevo,GadgetPlus,2004,3250,896
Sony,Laptop,Certificado,PCWorld,2007,1750,1664
Toshiba,Gaming,Nuevo,TechStore,2023,3900,384
Acer,All-in-One,Nuevo,PCWorld,2022,500,1792
HP,Gaming,Usado,TechStore,2007,4500,640
Lenovo,Laptop,Usado,PCWorld,2009,2450,768
Dell,Convertible,Usado,PCWorld,2019,1150,768
HP,Workstation,Nuevo,GadgetPlus,2007,2100,512
Acer,Laptop,Usado,TechStore,2008,400,1536
Dell,Workstation,Usado,PCWorld,2006,3850,512
Dell,All-in-One,Nuevo,PCWorld,2001,4250,1920
Sony,Desktop,Nuevo,TechStore,2005,3750,512
Dell,Desktop,Certificado,ComputoMx,2017,4050,1024
Sony,Workstation,Usado,PCWorld,2000,4500,1664
HP,Workstation,Usado,ElectroShop,2021,4600,1664
Sony,Desktop,Usado,ElectroShop,2011,1450,1280
Sony,Desktop,Nuevo,PCWorld,2001,4700,512
HP,Gaming,Certificado,PCWorld,2006,550,1792
MSI,Desktop,Certificado,ElectroShop,2014,3800,1280
Sony,Gaming,Usado,PCWorld,2003,4050,256
Acer,Gaming,Nuevo,TechStore,2003,1350,1536
Acer,Convertible,Certificado,PCWorld,2005,4750,640
Samsung,Convertible,Certificado,TechStore,2015,2000,1536
Asus,Workstation,Usado,GadgetPlus,2023,3900,640
Apple,Desktop,Nuevo,PCWorld,2016,1300,896
Toshiba,All-in-One,Usado,ComputoMx,2011,2350,1280
Lenovo,Convertible,Nuevo,ComputoMx,2024,1150,1408
Lenovo,Convertible,Usado,ComputoMx,2007,1400,1152
Samsung,Convertible,Certificado,ElectroShop,2021,900,512
Toshiba,Laptop,Certificado,ElectroShop,2008,3200,256
Samsung,Workstation,Certificado,PCWorld,2024,2450,512
Asus,Desktop,Usado,GadgetPlus,2019,500,1280
MSI,Workstation,Certificado,TechStore,2018,1350,512
HP,Convertible,Nuevo,ElectroShop,2007,1150,384
Samsung,Workstation,Usado,GadgetPlus,2011,3900,256
Acer,Convertible,Nuevo,ComputoMx,2003,2400,1408
Toshiba,Workstation,Usado,GadgetPlus,2023,1450,1024
