id,marca,modelo,precio,almacenamiento,tipo_almacenamiento,ram,procesador,generacion_procesador,estado,tienda,anio,sistema_operativo,pantalla,tipo,rating,stock
7677,LG,UltraPC,1503.43,128,SSD,16,Intel i9-355,3,Nuevo,Frys,2018,Windows,17.7,Laptop,,10
7678,LG,UltraPC,718.77,512,SSD,8,Intel i9-9,0,Nuevo,Frys,2015,Windows,,Desktop,4.0,33
7679,Toshiba,Satellite,626.32,256,HDD,16,Intel i5-859,8,Nuevo,BestBuy,2023,Windows,,Desktop,3.1,44
7680,MSI,Summit,1228.11,512,HDD,8,AMD Ryzen 9 7xxx,7,Nuevo,B&H,2022,Windows,24.9,Laptop,4.6,18
7681,Lenovo,ThinkPad,1223.69,512,SSD,32,Intel i5-428,4,Nuevo,Amazon,2019,Windows,,Desktop,4.8,40
7682,LG,Gram,552.3,256,SSD,16,Intel i7-269,2,Usado,Frys,2017,macOS,,Desktop,,10
7683,LG,UltraFine,1399.9,2048,SSD,8,AMD Ryzen 5 3xxx,3,Nuevo,BestBuy,2018,macOS,,Desktop,4.3,13
7684,Acer,Aspire,518.96,512,SSD,16,Intel i9-607,6,Usado,Walmart,2021,macOS,12.1,Laptop,3.0,5
7685,Apple,MacBook Pro,1178.1,512,SSD,64,Intel i7-438,4,Nuevo,MicroCenter,2019,macOS,,Desktop,3.7,48
7686,Razer,Blade 15,2335.64,4096,SSD,32,Intel i5-418,4,Nuevo,BestBuy,2019,Windows,14.2,Laptop,4.5,35
7687,Asus,VivoBook,731.35,1024,SSD,16,Intel i7-700,7,Nuevo,Amazon,2022,Sin SO,22.9,Laptop,3.2,26
7688,Acer,ConceptD,963.84,512,SSD,8,Intel i9-464,4,Nuevo,Amazon,2019,Windows,17.6,Laptop,5.0,22
7689,Microsoft,Surface Book,1108.16,2048,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,BestBuy,2016,Windows,20.0,Laptop,3.8,7
7690,MSI,Prestige,2290.42,512,SSD,16,Intel i7-855,8,Nuevo,Frys,2023,macOS,,Desktop,3.1,31
7691,Microsoft,Surface Studio,909.63,512,HDD,16,Intel i7-656,6,Usado,Target,2021,Linux,18.1,Laptop,,2
7692,Lenovo,Legion,791.39,512,SSD,8,Intel i7-777,7,Nuevo,Frys,2022,Linux,21.0,All-in-One,4.8,31
7693,Microsoft,Surface Book,1151.21,128,SSD,16,Intel i5-382,3,Nuevo,Amazon,2018,Windows,11.1,Laptop,4.7,47
7694,LG,UltraFine,868.58,128,HDD,8,Intel i7-74,0,Certificado,Newegg,2015,Windows,18.8,Laptop,3.8,4
7695,Lenovo,ThinkBook,545.22,512,HDD,16,AMD Ryzen 5 1xxx,1,Usado,Newegg,2016,Windows,22.9,All-in-One,3.4,3
7696,Acer,Predator,1196.52,1024,SSD,16,AMD Ryzen 7 7xxx,7,Nuevo,BestBuy,2022,Windows,11.6,Laptop,4.7,36
7697,Microsoft,Surface Studio,1499.98,1024,SSD,16,Intel i5-601,6,Nuevo,BestBuy,2021,Windows,,Desktop,4.0,45
7698,Apple,MacBook Air,1298.37,256,SSD,8,Intel i9-234,2,Nuevo,Target,2017,macOS,22.0,Laptop,4.4,32
7699,Asus,ExpertBook,1177.85,256,SSD,8,Intel i5-554,5,Nuevo,BestBuy,2020,Windows,23.8,Laptop,4.4,6
7700,HP,Omen,668.42,2048,SSD,16,Intel i5-0,0,Nuevo,Amazon,2015,Windows,15.7,Laptop,4.2,49
7701,Toshiba,Portege,464.74,2048,HDD,16,Intel i5-297,2,Nuevo,Frys,2017,macOS,19.5,Laptop,4.1,34
7702,LG,UltraPC,1773.1,256,SSD,8,Intel i5-826,8,Nuevo,B&H,2023,Windows,,Desktop,4.0,47
7703,Razer,Blade 15,2431.1,256,SSD,16,AMD Ryzen 7 6xxx,6,Nuevo,Frys,2021,Windows,,Desktop,4.6,48
7704,Asus,ProArt,508.01,512,SSD,8,AMD Ryzen 5 3xxx,3,Usado,Target,2018,Windows,,Desktop,4.5,3
7705,Toshiba,Tecra,983.63,512,SSD,8,AMD Ryzen 5 7xxx,7,Nuevo,Amazon,2022,Windows,13.7,Laptop,3.6,39
7706,Asus,VivoBook,992.6,512,SSD,8,Intel i5-242,2,Nuevo,Frys,2017,macOS,,Desktop,4.6,9
7707,Razer,Blade 15,1530.78,512,SSD,8,Intel i5-118,1,Nuevo,MicroCenter,2016,Windows,,Desktop,4.3,44
7708,Razer,Blade 15,1421.37,512,SSD,8,Intel i9-868,8,Nuevo,Walmart,2023,Windows,18.6,All-in-One,4.6,30
7709,Razer,Blade 17,1179.61,256,SSD,16,Intel i7-102,1,Nuevo,MicroCenter,2016,macOS,26.7,All-in-One,,36
7710,Toshiba,Tecra,579.57,128,SSD,8,AMD Ryzen 5 7xxx,7,Nuevo,Amazon,2022,Windows,,Desktop,,22
7711,Apple,Mac mini,398.39,512,SSD,8,AMD Ryzen 9 0xxx,0,Usado,MicroCenter,2015,macOS,22.5,Laptop,3.6,9
7712,Toshiba,Portege,1000.79,512,SSD,8,Intel i7-875,8,Nuevo,MicroCenter,2023,Windows,17.6,Laptop,3.6,44
7713,Lenovo,Legion,815.66,1024,SSD,16,AMD Ryzen 9 7xxx,7,Nuevo,B&H,2022,Windows,19.3,Laptop,4.9,13
7714,Apple,iMac,937.87,1024,SSD,16,Intel i9-53,0,Nuevo,B&H,2015,macOS,25.4,Laptop,4.0,46
7715,Apple,Mac Studio,670.08,128,SSD,16,Intel i5-137,1,Usado,Frys,2016,macOS,,Desktop,3.1,5
7716,Acer,Nitro,351.93,128,HDD,16,Intel i9-686,6,Usado,B&H,2021,Sin SO,17.0,Laptop,3.9,1
7717,Asus,ROG,405.43,1024,HDD,8,Intel i9-457,4,Usado,Frys,2019,Windows,,Desktop,4.7,9
7718,Acer,Nitro,989.42,256,SSD,16,Intel i7-369,3,Nuevo,Target,2018,Windows,,Desktop,3.5,31
7719,HP,Envy,355.38,512,SSD,16,Intel i9-87,0,Usado,Target,2015,Windows,18.6,Laptop,3.0,7
7720,Acer,Predator,619.09,256,SSD,8,Intel i9-383,3,Nuevo,Amazon,2018,Linux,,Desktop,3.2,19
7721,Asus,VivoBook,944.37,512,SSD,8,Intel i7-672,6,Nuevo,BestBuy,2021,macOS,11.3,Laptop,4.4,21
7722,HP,Envy,744.12,512,HDD,16,AMD Ryzen 5 4xxx,4,Nuevo,Newegg,2019,Linux,13.6,Laptop,4.5,23
7723,Samsung,Galaxy Book Flex,883.41,2048,SSD,16,Intel i5-512,5,Nuevo,BestBuy,2020,Windows,27.0,Laptop,4.8,20
7724,Samsung,Galaxy Book Pro,1285.63,512,HDD,16,AMD Ryzen 9 6xxx,6,Nuevo,BestBuy,2021,macOS,22.3,Laptop,4.6,16
7725,Samsung,Galaxy Book Flex,495.8,512,SSD,4,Intel i7-37,0,Certificado,Walmart,2015,macOS,13.6,Laptop,3.7,9
7726,Dell,XPS 13,571.45,1024,HDD,8,Intel i5-769,7,Usado,Target,2022,Windows,,Desktop,4.5,4
7727,Asus,VivoBook,513.15,2048,HDD,32,Intel i9-883,8,Usado,Frys,2023,Windows,,Desktop,4.1,4
7728,Lenovo,IdeaPad,1116.65,512,SSD,16,AMD Ryzen 9 5xxx,5,Nuevo,MicroCenter,2020,Windows,12.0,Laptop,5.0,8
7729,Acer,Nitro,685.93,512,SSD,8,Intel i5-6,0,Nuevo,Newegg,2015,macOS,,Desktop,3.1,6
7730,Lenovo,ThinkBook,737.52,512,HDD,16,Intel i5-774,7,Usado,B&H,2022,Windows,24.9,Laptop,3.3,10
7731,Acer,Swift,321.35,1024,HDD,8,Intel i5-541,5,Usado,BestBuy,2020,macOS,,Desktop,,5
7732,Asus,ROG,1090.34,2048,SSD,64,Intel i7-877,8,Nuevo,MicroCenter,2023,Windows,,Desktop,,48
7733,LG,UltraFine,1342.72,512,SSD,16,Intel i7-774,7,Nuevo,Frys,2022,Windows,,Desktop,,12
7734,Dell,Precision,701.11,512,SSD,8,Intel i7-196,1,Certificado,BestBuy,2016,Sin SO,21.7,Laptop,3.5,2
7735,LG,Gram,869.52,512,SSD,8,AMD Ryzen 5 0xxx,0,Usado,MicroCenter,2015,Linux,17.4,Laptop,4.5,7
7736,Microsoft,Surface Studio,1145.9,4096,SSD,32,Intel i7-520,5,Nuevo,Target,2020,Linux,21.9,Laptop,,32
7737,Toshiba,Tecra,603.64,256,SSD,32,Intel i9-840,8,Usado,Amazon,2023,Windows,19.9,All-in-One,3.9,3
7738,Acer,Predator,725.69,512,SSD,8,Intel i5-411,4,Usado,MicroCenter,2019,macOS,11.3,Laptop,,7
7739,HP,Omen,674.39,1024,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,Amazon,2016,macOS,17.4,Laptop,3.1,10
7740,Microsoft,Surface Studio,1067.56,256,SSD,16,AMD Ryzen 5 0xxx,0,Nuevo,Frys,2015,Windows,,Desktop,4.4,31
7741,HP,Pavilion,1081.7,128,HDD,32,Intel i7-288,2,Nuevo,BestBuy,2017,Windows,20.2,Laptop,3.4,7
7742,Razer,Blade 15,1510.93,256,SSD,16,Intel i7-716,7,Nuevo,Amazon,2022,Linux,,Desktop,3.1,47
7743,Samsung,Galaxy Book Pro,1081.86,512,SSD,32,Intel i7-358,3,Nuevo,MicroCenter,2018,Linux,,Desktop,4.0,25
7744,MSI,Summit,1545.66,256,SSD,8,AMD Ryzen 5 6xxx,6,Nuevo,Frys,2021,Windows,18.1,Laptop,4.8,10
7745,Microsoft,Surface Pro,1081.47,512,HDD,8,AMD Ryzen 7 2xxx,2,Nuevo,MicroCenter,2017,Windows,12.0,Laptop,4.7,35
7746,Apple,Mac Pro,1221.37,512,SSD,8,AMD Ryzen 7 7xxx,7,Nuevo,BestBuy,2022,macOS,,Desktop,4.1,26
7747,HP,EliteBook,1363.79,256,HDD,16,AMD Ryzen 7 7xxx,7,Nuevo,Target,2022,Windows,20.8,Laptop,3.0,22
7748,HP,Spectre,918.27,1024,SSD,8,Intel i7-92,0,Nuevo,MicroCenter,2015,Windows,,Desktop,3.9,10
7749,Samsung,Galaxy Book Pro,1543.27,1024,SSD,16,Intel i9-585,5,Nuevo,Newegg,2020,macOS,12.8,Laptop,4.6,25
7750,Lenovo,Legion,720.55,1024,SSD,16,Intel i7-215,2,Nuevo,BestBuy,2017,Linux,22.4,Laptop,4.1,15
7751,MSI,Prestige,1170.96,512,SSD,8,AMD Ryzen 5 7xxx,7,Usado,Target,2022,Windows,,Desktop,3.6,6
7752,Toshiba,Satellite,1088.7,256,SSD,64,AMD Ryzen 5 8xxx,8,Nuevo,MicroCenter,2023,macOS,18.6,Laptop,,26
7753,Lenovo,Legion,898.18,1024,HDD,64,AMD Ryzen 7 8xxx,8,Nuevo,BestBuy,2023,Sin SO,,Desktop,4.3,15
7754,Microsoft,Surface Studio,1330.12,1024,SSD,8,Intel i5-281,2,Nuevo,B&H,2017,Linux,,Desktop,3.8,21
7755,Toshiba,Satellite,769.46,4096,HDD,32,AMD Ryzen 7 6xxx,6,Nuevo,MicroCenter,2021,Linux,14.3,Laptop,4.4,20
7756,HP,Omen,1011.63,2048,HDD,4,AMD Ryzen 9 7xxx,7,Usado,BestBuy,2022,macOS,21.7,Laptop,4.2,1
7757,Lenovo,IdeaPad,988.96,2048,SSD,8,Intel i5-421,4,Nuevo,Frys,2019,Sin SO,16.6,Laptop,4.3,31
7758,Lenovo,ThinkBook,919.92,4096,SSD,16,AMD Ryzen 5 3xxx,3,Nuevo,Newegg,2018,Windows,,Desktop,3.9,17
7759,Asus,VivoBook,1016.56,256,HDD,8,Intel i7-431,4,Nuevo,Amazon,2019,Windows,18.0,Laptop,4.3,33
7760,HP,ZBook,775.26,2048,SSD,16,Intel i5-608,6,Nuevo,Frys,2021,Windows,26.0,Laptop,3.5,7
7761,Lenovo,ThinkBook,525.95,256,HDD,8,AMD Ryzen 7 0xxx,0,Nuevo,Walmart,2015,Sin SO,,Desktop,4.3,40
7762,Toshiba,Satellite,602.02,512,HDD,16,Intel i5-725,7,Nuevo,Amazon,2022,Windows,11.1,All-in-One,4.9,50
7763,Razer,Blade 14,1107.8,512,SSD,8,AMD Ryzen 5 1xxx,1,Nuevo,Frys,2016,Windows,,Desktop,3.1,29
7764,MSI,Raider,1166.09,128,SSD,8,Intel i9-821,8,Usado,BestBuy,2023,Windows,12.1,Laptop,4.6,2
7765,MSI,Stealth,1268.15,512,SSD,8,AMD Ryzen 9 7xxx,7,Usado,Amazon,2022,macOS,16.1,Laptop,4.6,1
7766,HP,Omen,1338.23,2048,SSD,8,Intel i7-474,4,Nuevo,BestBuy,2019,Windows,14.3,Laptop,4.2,37
7767,Asus,VivoBook,931.39,256,SSD,8,Intel i5-456,4,Nuevo,Amazon,2019,Windows,,Desktop,4.7,16
7768,MSI,Summit,1994.72,128,HDD,8,AMD Ryzen 9 8xxx,8,Nuevo,Target,2023,macOS,,Desktop,4.5,45
7769,Dell,Latitude,1220.07,1024,SSD,8,AMD Ryzen 7 3xxx,3,Nuevo,Amazon,2018,Windows,26.5,Laptop,5.0,22
7770,Asus,ProArt,678.85,2048,SSD,32,Intel i9-310,3,Nuevo,Target,2018,Windows,15.5,Laptop,5.0,41
7771,Microsoft,Surface Pro,738.46,256,HDD,32,Intel i7-46,0,Nuevo,Frys,2015,Windows,13.6,Laptop,3.6,24
7772,Microsoft,Surface Book,1064.73,512,SSD,16,Intel i5-44,0,Nuevo,Target,2015,Windows,20.4,Laptop,4.7,0
7773,Samsung,Galaxy Book Pro,939.68,1024,HDD,8,AMD Ryzen 5 4xxx,4,Nuevo,B&H,2019,Windows,23.8,Laptop,3.7,18
7774,Microsoft,Surface Laptop,1209.58,256,SSD,8,AMD Ryzen 7 1xxx,1,Nuevo,B&H,2016,Windows,15.5,Laptop,4.0,20
7775,Acer,ConceptD,569.76,256,SSD,8,Intel i9-746,7,Usado,Frys,2022,macOS,,Desktop,,6
7776,HP,Envy,622.56,256,SSD,16,Intel i7-238,2,Usado,Newegg,2017,macOS,,Desktop,4.5,5
7777,HP,Pavilion,495.87,1024,HDD,8,Intel i9-234,2,Usado,Target,2017,Sin SO,22.4,Laptop,4.3,4
7778,Microsoft,Surface Laptop,1284.69,1024,SSD,16,AMD Ryzen 9 0xxx,0,Nuevo,Target,2015,Windows,19.9,Laptop,3.2,39
7779,Microsoft,Surface Book,1545.34,512,SSD,64,Intel i9-430,4,Nuevo,Amazon,2019,Windows,19.9,Laptop,4.4,31
7780,MSI,Prestige,1565.6,1024,SSD,32,Intel i5-403,4,Nuevo,Amazon,2019,macOS,,Desktop,4.2,13
7781,MSI,Raider,2114.54,512,SSD,16,AMD Ryzen 7 8xxx,8,Nuevo,Frys,2023,Windows,17.0,Laptop,5.0,2
7782,LG,UltraPC,1578.45,256,SSD,16,AMD Ryzen 7 6xxx,6,Nuevo,B&H,2021,Windows,22.8,Laptop,3.9,4
7783,Toshiba,Satellite,833.02,512,SSD,8,Intel i9-609,6,Nuevo,Newegg,2021,Windows,17.5,Laptop,3.3,44
7784,Toshiba,Satellite,511.61,512,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Newegg,2017,macOS,22.0,Laptop,3.1,21
7785,Apple,MacBook Pro,1109.65,256,SSD,16,Intel i9-434,4,Nuevo,B&H,2019,macOS,,Desktop,3.5,2
7786,Asus,ZenBook,723.77,256,SSD,16,AMD Ryzen 5 6xxx,6,Nuevo,Newegg,2021,Linux,,Desktop,3.2,14
7787,Dell,Latitude,887.51,512,HDD,8,Intel i9-294,2,Nuevo,Target,2017,Windows,14.6,Laptop,3.6,49
7788,Asus,ExpertBook,690.39,1024,SSD,32,Intel i9-800,8,Nuevo,B&H,2023,Windows,18.2,Laptop,3.2,42
7789,MSI,Summit,1302.95,256,SSD,16,Intel i9-780,7,Nuevo,B&H,2022,Windows,25.2,Laptop,4.8,24
7790,HP,EliteBook,945.65,128,SSD,16,Intel i9-290,2,Nuevo,Walmart,2017,Windows,,Desktop,4.0,7
7791,Toshiba,Tecra,625.68,512,SSD,16,Intel i9-181,1,Nuevo,Frys,2016,Windows,22.8,Laptop,4.7,40
7792,Toshiba,Satellite,744.57,1024,SSD,16,AMD Ryzen 5 7xxx,7,Nuevo,B&H,2022,Sin SO,12.0,Laptop,3.9,17
7793,MSI,Raider,1206.95,1024,SSD,32,AMD Ryzen 7 0xxx,0,Nuevo,Frys,2015,Windows,,Desktop,4.0,45
7794,Lenovo,ThinkBook,1215.49,128,HDD,8,Intel i9-828,8,Nuevo,Frys,2023,Sin SO,,Desktop,4.9,4
7795,Samsung,Galaxy Book,1514.26,2048,SSD,8,Intel i5-470,4,Nuevo,B&H,2019,macOS,14.2,Laptop,4.7,44
7796,Razer,Blade 17,1884.69,1024,SSD,8,AMD Ryzen 7 1xxx,1,Nuevo,B&H,2016,Linux,26.3,Laptop,3.0,32
7797,MSI,Prestige,1093.18,128,SSD,32,AMD Ryzen 9 3xxx,3,Nuevo,MicroCenter,2018,Windows,,Desktop,4.2,41
7798,Dell,Inspiron,1119.03,256,HDD,16,Intel i5-99,0,Nuevo,Amazon,2015,Windows,,Desktop,3.2,40
7799,Toshiba,Tecra,633.05,1024,SSD,16,AMD Ryzen 9 4xxx,4,Nuevo,Frys,2019,Windows,16.8,Laptop,,24
7800,LG,UltraFine,970.95,1024,SSD,16,Intel i9-211,2,Usado,B&H,2017,Windows,24.4,Laptop,3.2,6
7801,Toshiba,Portege,741.41,256,SSD,16,Intel i9-839,8,Nuevo,MicroCenter,2023,Windows,14.1,Laptop,4.3,48
7802,Acer,Nitro,1101.37,512,SSD,8,Intel i9-642,6,Nuevo,Amazon,2021,Windows,,Desktop,3.8,23
7803,HP,ZBook,568.94,2048,SSD,32,Intel i9-66,0,Usado,Target,2015,Linux,21.5,Laptop,5.0,1
7804,Razer,Blade 14,1519.15,256,SSD,16,AMD Ryzen 9 8xxx,8,Nuevo,Frys,2023,Windows,,Desktop,4.9,15
7805,Toshiba,Satellite,474.56,512,SSD,16,Intel i7-8,0,Nuevo,Frys,2015,Windows,12.7,Laptop,4.6,17
7806,Acer,ConceptD,640.83,1024,SSD,128,Intel i9-561,5,Nuevo,Target,2020,macOS,,Desktop,4.5,5
7807,Acer,Swift,807.2,128,SSD,16,AMD Ryzen 5 6xxx,6,Usado,Target,2021,macOS,15.9,Laptop,4.8,9
7808,Asus,TUF,895.97,1024,SSD,16,AMD Ryzen 5 3xxx,3,Nuevo,MicroCenter,2018,Windows,17.6,Laptop,4.3,10
7809,Microsoft,Surface Book,1191.03,1024,SSD,8,AMD Ryzen 9 0xxx,0,Nuevo,Amazon,2015,Windows,21.5,Laptop,,0
7810,Asus,ExpertBook,561.36,512,HDD,16,Intel i9-35,0,Nuevo,BestBuy,2015,Windows,23.9,Laptop,3.4,24
7811,Acer,Aspire,802.43,2048,SSD,16,AMD Ryzen 5 0xxx,0,Nuevo,Target,2015,Windows,20.5,Laptop,4.6,29
7812,Acer,Nitro,763.97,256,SSD,32,Intel i5-88,0,Nuevo,Frys,2015,Windows,24.8,Laptop,3.4,1
7813,Asus,ExpertBook,883.49,256,SSD,32,Intel i7-680,6,Nuevo,MicroCenter,2021,macOS,,Desktop,3.1,0
7814,HP,EliteBook,1468.53,256,SSD,8,Intel i5-880,8,Nuevo,Frys,2023,Windows,24.6,Laptop,3.5,30
7815,Microsoft,Surface Book,948.49,128,SSD,32,Intel i9-805,8,Nuevo,Frys,2023,Windows,25.3,Laptop,4.8,25
7816,Toshiba,Tecra,579.37,512,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,Walmart,2021,Windows,17.6,Laptop,3.9,4
7817,HP,Spectre,1030.18,512,SSD,8,AMD Ryzen 5 7xxx,7,Nuevo,Amazon,2022,Windows,25.9,Laptop,3.5,36
7818,Acer,Aspire,634.39,512,HDD,4,AMD Ryzen 7 7xxx,7,Nuevo,MicroCenter,2022,Windows,12.4,All-in-One,3.9,39
7819,Microsoft,Surface Laptop,933.64,256,SSD,64,Intel i7-898,8,Usado,B&H,2023,Windows,13.5,Laptop,,4
7820,Acer,Aspire,627.71,128,SSD,8,AMD Ryzen 9 2xxx,2,Nuevo,Walmart,2017,Windows,15.1,Laptop,4.6,13
7821,MSI,Raider,1284.95,128,SSD,8,Intel i5-598,5,Nuevo,BestBuy,2020,macOS,,Desktop,5.0,46
7822,Asus,VivoBook,1180.17,256,HDD,16,Intel i7-550,5,Nuevo,Amazon,2020,Windows,19.4,Laptop,4.7,38
7823,Toshiba,Satellite,868.48,512,HDD,4,Intel i9-343,3,Nuevo,Walmart,2018,Windows,18.7,Laptop,4.1,39
7824,Toshiba,Satellite,771.27,256,HDD,16,Intel i7-731,7,Nuevo,BestBuy,2022,Windows,26.1,Laptop,,40
7825,Samsung,Galaxy Book Flex,866.59,1024,SSD,16,Intel i9-814,8,Nuevo,B&H,2023,Windows,20.7,Laptop,3.9,34
7826,Toshiba,Portege,422.35,512,HDD,32,AMD Ryzen 7 1xxx,1,Nuevo,Amazon,2016,macOS,20.3,Laptop,4.6,0
7827,Apple,MacBook Pro,985.83,256,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,MicroCenter,2017,macOS,14.7,Laptop,4.9,29
7828,Microsoft,Surface Laptop,945.75,128,SSD,8,Intel i9-673,6,Usado,Newegg,2021,macOS,,Desktop,3.4,9
7829,LG,UltraFine,972.96,256,HDD,8,Intel i7-755,7,Nuevo,Amazon,2022,Windows,26.1,Laptop,3.9,23
7830,Apple,Mac mini,1282.74,256,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Amazon,2022,macOS,12.7,Laptop,3.9,18
7831,LG,UltraFine,1043.55,512,HDD,16,Intel i7-492,4,Nuevo,Frys,2019,Windows,21.5,Laptop,3.8,20
7832,MSI,Summit,874.97,256,HDD,16,Intel i9-263,2,Nuevo,B&H,2017,macOS,,Desktop,4.6,25
7833,Acer,Nitro,823.4,128,HDD,16,Intel i7-765,7,Nuevo,Walmart,2022,macOS,24.7,All-in-One,4.1,7
7834,HP,Omen,921.78,1024,SSD,8,Intel i5-672,6,Nuevo,BestBuy,2021,macOS,,Desktop,3.7,0
7835,Apple,Mac Studio,1009.28,256,SSD,8,Intel i5-659,6,Nuevo,MicroCenter,2021,macOS,18.9,Laptop,3.9,36
7836,LG,Gram,959.89,1024,SSD,8,Intel i9-707,7,Nuevo,B&H,2022,Windows,18.3,Laptop,3.1,29
7837,Apple,Mac mini,933.82,512,SSD,16,AMD Ryzen 7 3xxx,3,Nuevo,Frys,2018,macOS,,Desktop,4.2,46
7838,Asus,ZenBook,790.85,512,SSD,16,Intel i5-863,8,Nuevo,Newegg,2023,Windows,,Desktop,,34
7839,Razer,Blade 15,1087.07,256,SSD,16,AMD Ryzen 7 0xxx,0,Nuevo,BestBuy,2015,Windows,19.8,Laptop,4.4,6
7840,Microsoft,Surface Laptop,782.9,512,SSD,16,Intel i9-60,0,Nuevo,Amazon,2015,Windows,24.7,Laptop,3.3,45
7841,HP,Spectre,998.54,1024,SSD,8,Intel i7-34,0,Nuevo,MicroCenter,2015,Windows,25.1,Laptop,3.0,41
7842,Lenovo,ThinkPad,588.63,128,SSD,4,Intel i9-755,7,Usado,B&H,2022,macOS,13.2,Laptop,3.9,7
7843,Microsoft,Surface Pro,1149.57,256,HDD,8,Intel i9-851,8,Usado,Walmart,2023,macOS,13.8,All-in-One,3.3,6
7844,Lenovo,Yoga,580.63,2048,SSD,16,AMD Ryzen 7 1xxx,1,Nuevo,Target,2016,macOS,22.7,Laptop,4.6,25
7845,Samsung,Galaxy Book,1032.83,256,SSD,4,Intel i5-332,3,Nuevo,Target,2018,Windows,17.1,All-in-One,4.3,32
7846,Acer,Spin,611.4,512,HDD,16,Intel i7-130,1,Nuevo,Walmart,2016,Windows,13.2,Laptop,3.5,37
7847,Samsung,Galaxy Book Pro,1745.01,512,SSD,16,Intel i9-894,8,Nuevo,Walmart,2023,macOS,15.5,Laptop,3.9,39
7848,Samsung,Galaxy Book Flex,1176.43,512,SSD,16,AMD Ryzen 9 3xxx,3,Nuevo,Newegg,2018,Windows,24.2,Laptop,3.0,41
7849,Asus,VivoBook,676.81,256,SSD,4,Intel i5-687,6,Nuevo,MicroCenter,2021,Windows,11.2,Laptop,4.2,26
7850,Dell,XPS 13,1201.2,256,SSD,16,AMD Ryzen 7 3xxx,3,Certificado,MicroCenter,2018,macOS,22.7,Laptop,3.1,3
7851,Dell,Alienware,1470.49,2048,SSD,16,Intel i5-573,5,Nuevo,BestBuy,2020,Linux,24.0,Laptop,4.9,48
7852,Razer,Blade Pro,2275.34,1024,SSD,16,AMD Ryzen 7 8xxx,8,Nuevo,Target,2023,Windows,25.5,Laptop,3.2,31
7853,Asus,ProArt,594.23,128,HDD,8,AMD Ryzen 7 2xxx,2,Nuevo,Walmart,2017,Windows,13.8,Laptop,4.2,6
7854,Acer,Spin,902.9,256,HDD,16,Intel i9-581,5,Certificado,MicroCenter,2020,Windows,23.1,Laptop,,3
7855,Apple,iMac,1845.36,1024,SSD,4,Intel i5-613,6,Nuevo,Newegg,2021,macOS,26.1,Laptop,4.7,9
7856,Apple,iMac,1299.94,128,SSD,4,Intel i5-516,5,Nuevo,BestBuy,2020,macOS,23.0,Laptop,3.6,13
7857,Razer,Blade 15,1461.97,256,HDD,64,Intel i5-731,7,Nuevo,Amazon,2022,Windows,20.7,Laptop,4.3,23
7858,Apple,MacBook Pro,1208.24,512,SSD,8,Intel i7-197,1,Nuevo,BestBuy,2016,macOS,,Desktop,3.1,41
7859,Acer,Spin,663.79,256,SSD,8,Intel i5-395,3,Nuevo,BestBuy,2018,Windows,21.7,Laptop,3.9,12
7860,Lenovo,ThinkPad,952.15,128,SSD,16,AMD Ryzen 5 7xxx,7,Certificado,Newegg,2022,macOS,26.8,All-in-One,3.6,7
7861,Toshiba,Satellite,743.42,256,SSD,8,Intel i7-770,7,Nuevo,Frys,2022,Windows,,Desktop,3.1,8
7862,LG,UltraPC,808.28,512,SSD,16,Intel i9-419,4,Nuevo,BestBuy,2019,macOS,,Desktop,3.8,25
7863,Dell,Inspiron,819.83,256,SSD,16,Intel i9-761,7,Usado,Newegg,2022,macOS,,Desktop,,7
7864,Asus,ExpertBook,881.01,4096,HDD,16,AMD Ryzen 5 8xxx,8,Nuevo,BestBuy,2023,Windows,17.0,All-in-One,3.3,43
7865,Microsoft,Surface Book,946.76,2048,HDD,32,AMD Ryzen 9 4xxx,4,Nuevo,Newegg,2019,macOS,,Desktop,3.0,15
7866,LG,Gram,892.55,256,SSD,8,Intel i5-298,2,Nuevo,B&H,2017,macOS,21.6,Laptop,3.4,40
7867,Lenovo,Legion,807.05,512,SSD,8,Intel i5-104,1,Nuevo,MicroCenter,2016,Windows,24.6,Laptop,4.2,39
7868,MSI,Prestige,859.65,256,SSD,8,Intel i7-26,0,Nuevo,Amazon,2015,Sin SO,11.7,Laptop,4.4,2
7869,Asus,ROG,708.99,256,SSD,16,AMD Ryzen 9 2xxx,2,Nuevo,Newegg,2017,macOS,14.0,All-in-One,4.8,8
7870,LG,UltraFine,1306.14,1024,HDD,32,AMD Ryzen 7 6xxx,6,Nuevo,Newegg,2021,macOS,24.2,Laptop,3.0,45
7871,Acer,Aspire,459.38,256,SSD,16,Intel i5-146,1,Certificado,Target,2016,Windows,22.5,Laptop,3.1,8
7872,HP,Spectre,1396.3,512,SSD,16,Intel i9-585,5,Nuevo,Newegg,2020,Sin SO,,Desktop,3.5,42
7873,Samsung,Galaxy Book Pro,768.36,512,SSD,16,AMD Ryzen 7 1xxx,1,Nuevo,Frys,2016,Windows,24.9,All-in-One,4.2,37
7874,HP,ZBook,1160.11,512,SSD,32,Intel i9-672,6,Nuevo,Newegg,2021,macOS,13.7,Laptop,3.9,37
